Date,Country,Confirmed,Deaths,Recovered
2020-04-20,Bangladesh,5833,217,1755
2020-04-08,India,7054,335,1157
2020-04-22,Pakistan,2246,218,1184
2020-04-28,Pakistan,1805,43,450
2020-04-20,Nepal,8761,299,1472
2020-04-01,Sri Lanka,5049,185,3885
2020-04-26,India,3329,268,3054
2020-04-24,Sri Lanka,6797,181,420
2020-04-02,Pakistan,7879,308,5015
2020-04-28,Bangladesh,8249,439,5990
2020-04-19,Pakistan,6508,129,3362
2020-04-21,Bangladesh,7914,722,3399
2020-04-25,Sri Lanka,2036,18,217
2020-04-27,Sri Lanka,8228,231,5418
2020-04-21,Nepal,5545,480,967
2020-04-14,Sri Lanka,6925,138,526
2020-04-04,India,5949,28,4345
2020-04-27,India,4446,315,3751
2020-04-11,Bangladesh,8314,277,7833
2020-04-15,Sri Lanka,7258,131,2225
2020-04-15,Pakistan,7000,376,1098
2020-04-18,India,9552,867,6474
2020-04-09,Nepal,7053,456,1810
2020-05-01,Sri Lanka,8453,306,291
2020-04-14,Nepal,7249,485,3180
2020-04-22,Sri Lanka,9769,273,7265
2020-04-22,India,2949,257,908
2020-04-23,Sri Lanka,5351,396,4759
2020-04-24,Nepal,7767,188,5307
2020-04-01,Sri Lanka,1160,22,790
2020-04-11,Nepal,5396,481,4789
2020-04-19,Pakistan,1384,65,1201
2020-04-22,Sri Lanka,6472,627,3062
2020-04-12,Bangladesh,6671,667,5528
2020-04-24,Bangladesh,1685,149,587
2020-04-14,Sri Lanka,4782,95,1846
2020-04-05,Pakistan,1236,34,579
2020-04-25,Sri Lanka,6290,614,745
2020-04-13,Sri Lanka,8195,100,5484
2020-04-05,Bangladesh,7842,112,2710
2020-04-08,Sri Lanka,5544,337,4323
2020-04-29,Bangladesh,1377,29,949
2020-04-25,Nepal,3710,175,1932
2020-04-01,India,2063,54,1738
2020-04-12,Pakistan,1014,13,909
2020-04-16,India,1846,39,501
2020-04-30,India,1063,41,547
2020-04-22,Pakistan,2420,83,1387
2020-04-26,Sri Lanka,4283,104,1299
2020-04-18,Pakistan,1430,89,1138
2020-04-04,Nepal,1846,183,1164
2020-04-03,India,4186,222,2615
2020-04-06,India,3179,177,303
2020-04-02,India,8620,38,5505
2020-04-03,Sri Lanka,7121,577,4215
2020-04-27,Pakistan,2793,174,327
2020-04-13,Pakistan,5933,147,3183
2020-04-28,Pakistan,3684,209,1288
2020-04-30,Sri Lanka,9481,115,8423
2020-04-08,Sri Lanka,2808,17,2774
2020-04-23,Sri Lanka,9790,690,5518
2020-04-08,Pakistan,8439,110,5669
2020-04-02,India,7142,152,2913
2020-04-02,Bangladesh,8155,299,5576
2020-04-01,Pakistan,4492,177,2895
2020-04-09,India,9048,882,4903
2020-04-24,Sri Lanka,9562,505,943
2020-04-02,Bangladesh,1586,91,876
2020-04-09,Pakistan,6221,326,5147
2020-04-07,Nepal,8607,691,6189
2020-04-15,India,6746,166,6520
2020-04-23,India,2027,95,1730
2020-04-21,Bangladesh,8397,552,1872
2020-04-04,Nepal,9885,741,6590
2020-04-09,Bangladesh,7929,294,3688
2020-04-25,Pakistan,7458,282,106
2020-04-16,Nepal,5722,266,336
2020-04-24,Sri Lanka,4651,141,642
2020-04-24,Sri Lanka,1138,104,497
2020-04-07,Sri Lanka,7675,168,2962
2020-04-11,India,5077,409,4590
2020-04-11,Nepal,5186,277,3059
2020-04-18,Bangladesh,2265,133,1709
2020-04-21,Bangladesh,1696,12,1057
2020-04-08,Bangladesh,4572,256,1547
2020-04-27,Nepal,4796,325,486
2020-04-22,Sri Lanka,2371,135,1324
2020-04-15,Sri Lanka,8938,562,1125
2020-04-08,Sri Lanka,9889,418,6575
2020-04-29,Pakistan,9771,186,8540
2020-04-16,Pakistan,5486,470,1682
2020-04-18,Sri Lanka,6979,90,517
2020-04-30,Sri Lanka,6621,476,5102
2020-04-30,Pakistan,7186,319,3893
2020-04-08,Pakistan,3722,194,199
2020-04-14,Bangladesh,5184,22,730
2020-04-24,Pakistan,6813,651,2641
2020-04-26,Bangladesh,5020,181,1525
2020-04-19,Sri Lanka,9082,855,2571
2020-04-05,Bangladesh,4121,149,1339
2020-04-30,Pakistan,1582,154,738
2020-04-23,India,3740,349,760
2020-04-09,India,3335,110,983
2020-04-15,Pakistan,9683,574,3375
2020-04-03,Bangladesh,5038,289,635
2020-04-20,Pakistan,9132,261,6465
2020-04-01,India,5342,96,2639
2020-05-01,Sri Lanka,7595,299,7148
2020-04-09,Bangladesh,8348,221,830
2020-04-16,Nepal,9005,114,8461
2020-04-11,Sri Lanka,6434,255,5763
2020-04-29,Sri Lanka,2927,261,476
2020-04-25,Nepal,4500,379,2100
2020-04-28,Sri Lanka,2403,121,1768
2020-04-29,Bangladesh,1056,28,916
2020-04-24,Sri Lanka,1441,67,1274
2020-04-05,Sri Lanka,9375,282,870
2020-04-04,Nepal,2775,177,2078
2020-04-30,Nepal,4304,10,2380
2020-04-22,India,8740,137,4011
2020-04-08,Bangladesh,4379,28,2057
2020-04-20,Sri Lanka,4492,319,120
2020-04-14,Bangladesh,8265,311,4041
2020-04-29,Nepal,8548,28,1645
2020-04-17,Nepal,1679,55,962
2020-04-16,Sri Lanka,4432,254,4130
2020-04-18,Sri Lanka,1553,130,1020
2020-04-24,Nepal,5577,552,3611
2020-04-12,Sri Lanka,8194,70,1674
2020-04-23,India,5173,12,923
2020-04-04,Bangladesh,3703,119,1342
2020-04-05,Sri Lanka,6295,176,1819
2020-04-10,Nepal,8474,41,6363
2020-04-01,Bangladesh,4736,394,167
2020-04-24,Sri Lanka,2264,82,169
2020-04-03,Nepal,8883,572,2715
2020-04-19,Nepal,9937,124,4956
2020-05-01,India,9856,684,8599
2020-04-04,India,5019,177,811
2020-04-13,Bangladesh,1771,98,480
2020-04-14,Bangladesh,5893,70,5109
2020-04-09,Sri Lanka,6840,253,2402
2020-04-12,India,2510,181,1387
2020-04-15,Nepal,1176,105,768
2020-04-30,Bangladesh,9716,816,2436
2020-04-10,Pakistan,5877,147,2289
2020-04-24,Sri Lanka,9250,622,5263
2020-04-25,Pakistan,1064,27,944
2020-04-08,Pakistan,5983,69,5890
2020-04-20,Bangladesh,7733,577,493
2020-04-30,Bangladesh,8263,134,573
2020-04-19,Bangladesh,9927,263,5166
2020-05-01,Bangladesh,2783,195,1261
2020-04-16,Nepal,9534,685,3511
2020-04-24,Nepal,8156,783,2127
2020-04-21,Pakistan,9710,388,2861
2020-04-15,Bangladesh,4612,28,2587
2020-04-19,Sri Lanka,2616,247,1410
2020-04-05,Pakistan,9435,39,5336
2020-04-12,Pakistan,8912,400,6377
2020-04-02,Nepal,2757,76,2595
2020-04-18,India,4193,389,1136
2020-04-20,India,4654,398,3463
2020-04-04,Pakistan,3839,297,2632
2020-04-13,India,4469,211,3831
2020-04-02,India,6613,177,5367
2020-04-13,Bangladesh,5436,197,2980
2020-04-28,India,3326,85,2822
2020-04-02,Sri Lanka,2119,117,516
2020-04-30,India,7785,76,4845
2020-04-17,Nepal,2890,66,470
2020-04-02,Bangladesh,1308,27,290
2020-04-19,India,2438,188,1782
2020-04-10,Sri Lanka,5849,286,1264
2020-04-20,Sri Lanka,5304,98,3004
2020-04-30,Bangladesh,6448,310,170
2020-04-17,Nepal,1012,75,669
2020-04-13,Pakistan,1972,78,1405
2020-04-01,Nepal,1218,16,1186
2020-04-12,Pakistan,3282,128,1789
2020-04-06,Nepal,2696,112,1204
2020-04-23,Bangladesh,1057,85,879
2020-04-30,Pakistan,3496,225,300
2020-04-01,Sri Lanka,1911,176,944
2020-04-25,Nepal,3238,104,911
2020-04-06,India,2557,208,1735
2020-04-25,Sri Lanka,4742,292,2768
2020-04-15,Pakistan,7194,370,444
2020-04-21,Nepal,7632,666,5961
2020-04-06,Sri Lanka,5033,92,3029
2020-04-22,India,5790,457,2345
2020-04-08,Sri Lanka,9419,306,131
2020-04-23,Nepal,6687,621,2714
2020-04-27,Sri Lanka,7365,192,1297
2020-04-25,India,9949,556,891
2020-04-24,India,7700,648,3446
2020-04-21,India,9494,745,1179
2020-04-16,Bangladesh,6398,575,5239
2020-04-15,Pakistan,1773,10,773
2020-04-08,India,1794,25,918
2020-04-24,Sri Lanka,4710,368,3434
2020-04-23,Sri Lanka,3027,51,795
2020-04-05,Nepal,8542,132,8019
2020-04-06,Nepal,3054,207,1354
2020-04-13,Nepal,1154,96,446
2020-04-16,Sri Lanka,6904,266,5739
2020-04-29,Bangladesh,8340,678,5552
2020-04-04,India,9013,266,773
2020-04-27,Bangladesh,5880,209,5101
2020-04-01,India,8693,373,1763
2020-04-28,Bangladesh,2363,90,2095
2020-04-22,Nepal,1369,43,776
2020-04-09,Pakistan,9461,798,8281
2020-04-26,Nepal,1962,54,1639
2020-04-04,Sri Lanka,5383,36,1012
2020-04-01,Pakistan,6603,214,324
2020-04-18,Nepal,6477,562,185
2020-04-09,Pakistan,8340,715,3848
2020-04-08,Nepal,4518,120,2947
2020-04-23,Sri Lanka,3997,288,1231
2020-04-26,India,1601,136,1367
2020-04-29,India,4523,207,2976
2020-04-07,Nepal,1593,143,989
2020-04-04,Bangladesh,7807,642,6162
2020-04-11,Bangladesh,8021,424,5255
2020-04-21,Pakistan,1018,21,439
2020-04-21,Bangladesh,7512,311,3959
2020-04-21,Bangladesh,3661,297,557
2020-04-17,Nepal,3371,305,3015
2020-04-19,Sri Lanka,6566,606,2411
2020-04-08,Pakistan,4026,131,3230
2020-04-25,Bangladesh,5864,313,1060
2020-04-03,Pakistan,3782,120,3179
2020-04-16,Pakistan,9802,958,2896
2020-04-12,Pakistan,8520,824,1469
2020-04-09,Pakistan,2708,39,390
2020-04-06,Nepal,4626,122,4454
2020-04-19,Pakistan,7385,81,1386
2020-04-15,Sri Lanka,7820,402,7140
2020-04-23,India,4198,22,2996
2020-04-07,India,1895,123,897
2020-05-01,Bangladesh,6862,564,168
2020-04-30,Sri Lanka,6313,16,179
2020-04-29,India,9844,505,4796
2020-04-16,Sri Lanka,7979,198,663
2020-04-06,India,9348,373,5559
2020-04-08,Pakistan,1085,75,856
2020-04-22,India,9129,70,1292
2020-04-07,Sri Lanka,6948,30,6052
2020-04-16,India,8839,246,7657
2020-04-08,Sri Lanka,9148,332,7232
2020-04-22,Sri Lanka,1778,126,765
2020-04-29,Bangladesh,2263,225,1908
2020-04-22,India,7756,114,6235
2020-04-19,India,3043,32,2592
2020-04-01,Bangladesh,1358,113,1042
2020-04-10,Nepal,4732,269,3919
2020-04-26,Nepal,3000,258,2252
2020-04-27,Pakistan,2152,192,1538
2020-04-18,Nepal,2607,29,620
2020-05-01,India,3629,319,700
2020-04-28,Sri Lanka,2234,174,1155
2020-04-24,Nepal,9958,661,8634
2020-05-01,Nepal,4451,396,3781
2020-05-01,Bangladesh,6274,156,898
2020-04-06,Bangladesh,3808,127,533
2020-04-10,India,4975,236,797
2020-04-01,India,9210,650,2387
2020-04-01,Sri Lanka,7801,442,6966
2020-04-20,Pakistan,5016,269,2795
2020-04-02,Sri Lanka,7793,36,459
2020-04-02,Bangladesh,4170,348,1580
2020-04-28,India,7344,154,3275
2020-04-27,Sri Lanka,4763,239,2290
2020-04-01,Sri Lanka,3782,269,407
2020-04-19,Nepal,1042,55,874
2020-04-03,Nepal,5622,381,3957
2020-04-08,India,2645,160,2077
2020-04-11,Pakistan,2384,133,1458
2020-04-17,Sri Lanka,1742,100,1536
2020-04-27,India,1829,66,104
2020-04-24,India,1369,61,1056
2020-04-10,Pakistan,9217,190,1072
2020-04-21,Bangladesh,7115,450,6634
2020-04-27,Bangladesh,2513,79,532
2020-04-13,Pakistan,1913,71,1111
2020-04-20,India,5414,471,1061
2020-04-24,Pakistan,9115,606,5121
2020-04-22,Nepal,8630,599,1988
2020-04-27,Pakistan,5110,262,939
2020-04-14,Sri Lanka,2034,112,372
2020-04-19,Pakistan,9914,188,6768
2020-04-24,India,7721,277,6965
2020-04-04,Nepal,3036,57,1171
2020-04-16,Sri Lanka,7000,382,2176
2020-04-11,Pakistan,4946,198,3928
2020-04-08,India,5887,475,3623
2020-04-01,Sri Lanka,4092,70,2657
2020-04-27,India,9479,107,8040
2020-04-10,India,6506,429,377
2020-04-08,Sri Lanka,3937,107,3352
2020-04-09,Pakistan,5496,220,3952
2020-04-20,Bangladesh,3071,231,1771
2020-04-12,Nepal,2604,121,1214
2020-04-30,India,5595,258,1472
2020-04-27,Pakistan,6192,248,2160
2020-04-19,Pakistan,3921,369,994
2020-04-10,Pakistan,9250,455,3716
2020-04-29,India,1343,23,102
2020-04-03,India,4101,120,266
2020-04-05,India,3249,216,2382
2020-04-06,India,3213,50,1252
2020-04-16,Pakistan,5437,294,2690
2020-04-12,Pakistan,8026,768,2935
2020-04-14,Bangladesh,8966,143,8188
2020-04-08,Bangladesh,9814,907,8274
2020-04-10,Pakistan,1474,40,1112
2020-04-28,Bangladesh,1546,34,508
2020-04-18,India,1739,151,389
2020-04-19,Pakistan,2393,195,1876
2020-04-09,India,7411,243,6285
2020-04-04,Bangladesh,7582,14,6185
2020-04-06,Bangladesh,6154,376,2200
2020-05-01,India,4272,12,2118
2020-04-14,Sri Lanka,6329,246,2308
2020-04-24,Pakistan,9338,278,2739
2020-04-02,Nepal,7005,369,2443
2020-04-14,India,1375,91,1164
2020-04-24,India,8103,102,3243
2020-04-05,Nepal,4600,400,2074
2020-04-09,Nepal,7432,690,1187
2020-04-23,Bangladesh,4643,354,218
2020-04-28,Sri Lanka,9187,781,3201
2020-04-25,Pakistan,9161,82,6994
2020-05-01,Sri Lanka,3403,300,2617
2020-04-22,Nepal,3374,244,2119
2020-04-04,Pakistan,9166,434,3703
2020-04-09,Pakistan,7266,383,1294
2020-04-23,India,6475,298,5405
2020-04-01,India,1641,127,752
2020-04-29,Pakistan,1857,154,1666
2020-04-23,Pakistan,3347,262,1724
2020-04-17,Pakistan,4774,156,117
2020-04-30,Nepal,8678,301,1338
2020-04-04,Pakistan,1708,89,1460
2020-04-18,Sri Lanka,7181,46,6558
2020-04-22,Nepal,8484,410,1980
2020-05-01,Sri Lanka,3192,92,1829
2020-04-16,Sri Lanka,6562,497,5235
2020-04-25,India,3520,290,696
2020-04-26,Bangladesh,8992,44,7473
2020-04-16,Pakistan,1796,37,209
2020-04-20,Nepal,2894,38,1126
2020-04-17,Bangladesh,7409,139,5973
2020-04-21,Pakistan,2070,44,1061
2020-04-09,Sri Lanka,4362,258,2566
2020-04-06,Nepal,1408,48,527
2020-04-29,India,8833,588,6297
2020-04-21,Nepal,1288,71,484
2020-04-12,Sri Lanka,4422,57,2043
2020-04-01,Nepal,7627,625,1060
2020-04-06,India,3917,19,1570
2020-04-14,Sri Lanka,8140,173,3460
2020-05-01,Nepal,6485,40,3165
2020-04-11,India,6873,419,5747
2020-04-25,India,3596,177,2996
2020-04-13,India,4084,396,2403
2020-04-09,India,1485,123,448
2020-04-23,India,8683,812,6798
2020-04-27,Bangladesh,8649,145,8028
2020-04-18,India,1559,73,917
2020-04-03,Nepal,2380,157,706
2020-04-23,Pakistan,8041,677,1085
2020-04-11,Bangladesh,5853,168,5250
2020-04-07,Sri Lanka,4271,400,1411
2020-04-29,Pakistan,2434,32,1766
2020-04-12,Sri Lanka,3718,364,2708
2020-04-16,India,2028,101,1210
2020-04-05,Nepal,7672,361,1296
2020-04-18,India,7478,74,953
2020-04-09,Bangladesh,7784,349,3124
2020-04-15,Nepal,7546,230,2080
2020-04-30,India,4654,222,1243
2020-04-24,Sri Lanka,6495,367,4001
2020-04-21,Pakistan,2411,99,103
2020-04-11,Pakistan,8515,636,403
2020-04-05,Sri Lanka,3781,345,3109
2020-04-15,India,9061,701,206
2020-04-25,Bangladesh,7101,335,4625
2020-04-26,Pakistan,6146,253,2229
2020-04-23,India,4292,27,3546
2020-04-15,India,9876,218,5569
2020-05-01,India,4034,287,3379
2020-04-15,Sri Lanka,5378,509,3254
2020-04-11,Bangladesh,1028,21,726
2020-04-05,Sri Lanka,1983,23,1622
2020-04-09,Nepal,9054,733,1355
2020-04-19,India,9481,409,7100
2020-04-23,Bangladesh,4259,112,608
2020-04-27,Nepal,1032,28,420
2020-04-20,Nepal,3765,21,1939
2020-04-23,Sri Lanka,2304,53,561
2020-04-30,Pakistan,1613,113,895
2020-04-17,Bangladesh,4412,169,2974
2020-04-30,Pakistan,6338,577,3063
2020-04-29,India,5946,174,2364
2020-04-18,Nepal,7779,367,6033
2020-04-16,Nepal,3802,87,408
2020-04-15,Sri Lanka,9268,922,323
2020-04-25,Bangladesh,4598,369,3348
2020-04-01,Pakistan,7871,329,2124
2020-04-06,Pakistan,5296,126,3403
2020-04-15,Sri Lanka,7709,163,6220
2020-04-03,Bangladesh,7565,491,6882
2020-04-12,Bangladesh,3305,116,2363
2020-04-30,Bangladesh,4114,219,1558
2020-04-17,Nepal,7752,126,498
2020-04-05,Bangladesh,8652,418,1544
2020-04-21,Nepal,1343,37,918
2020-04-22,Sri Lanka,4234,11,3116
2020-04-19,Sri Lanka,2160,74,211
2020-04-20,Pakistan,7048,690,205
2020-04-01,India,6817,593,4603
2020-04-02,Nepal,5391,454,2103
2020-04-19,India,8090,326,1431
2020-04-19,Pakistan,8672,538,8074
2020-04-29,Bangladesh,4207,270,1817
2020-04-10,Sri Lanka,4749,321,523
2020-04-19,India,2940,234,824
2020-04-24,Nepal,8080,426,1308
2020-04-14,Nepal,1159,87,314
2020-04-21,Bangladesh,9154,563,8064
2020-04-08,Nepal,7133,53,3351
2020-05-01,Bangladesh,5562,218,400
2020-04-20,Nepal,5707,293,2527
2020-04-30,India,4617,350,983
2020-04-05,Sri Lanka,4078,10,1842
2020-04-18,Pakistan,3272,234,1101
2020-04-04,Bangladesh,6928,412,4483
2020-04-13,Nepal,5676,341,1976
2020-04-13,India,8588,826,269
2020-04-20,Pakistan,5045,80,251
2020-04-23,Bangladesh,6384,638,1506
2020-04-11,Pakistan,6514,25,1428
2020-04-08,Sri Lanka,6309,41,5298
2020-04-20,Pakistan,9811,830,3879
2020-04-20,Sri Lanka,4280,91,1384
2020-04-17,Nepal,7055,378,400
2020-04-26,Bangladesh,4396,31,4303
2020-04-07,India,4874,96,2038
2020-04-01,Bangladesh,1012,56,690
2020-04-08,Pakistan,3546,305,466
2020-04-21,Bangladesh,4685,450,619
2020-04-29,India,7409,693,5077
2020-04-06,Sri Lanka,2936,73,1976
2020-04-03,Sri Lanka,5781,390,1909
2020-04-21,Sri Lanka,9645,154,9341
2020-04-23,Bangladesh,3510,291,191
2020-04-11,Bangladesh,8346,672,1836
2020-04-25,Pakistan,2290,193,1352
2020-04-15,Sri Lanka,7107,71,2678
2020-04-25,Pakistan,2669,64,1526
2020-04-05,Pakistan,1681,30,597
2020-04-24,Bangladesh,2755,263,1320
2020-04-23,Bangladesh,5868,121,1938
2020-04-16,India,1031,11,156
2020-04-23,Pakistan,8068,279,2783
2020-04-19,Pakistan,4600,356,799
2020-04-22,Nepal,3234,139,2496
2020-04-28,Pakistan,2727,81,1044
2020-04-10,India,3599,270,2432
2020-04-11,India,8632,436,2990
2020-04-11,Pakistan,3371,103,2528
2020-04-15,India,9617,724,7533
2020-04-11,Sri Lanka,4100,167,2695
2020-04-25,Nepal,4787,73,4700
2020-04-21,Bangladesh,8310,307,1086
2020-04-01,Sri Lanka,6474,365,909
2020-04-22,India,3147,180,917
2020-05-01,Pakistan,5418,301,1821
2020-05-01,Nepal,6583,566,1360
2020-04-24,Nepal,9297,356,3403
2020-04-21,Pakistan,3482,146,2337
2020-04-04,India,7887,86,947
2020-04-26,India,9463,82,6645
2020-04-19,Bangladesh,9260,242,182
2020-04-17,Bangladesh,1923,164,1290
2020-04-13,Pakistan,8579,42,2131
2020-04-04,Nepal,5814,112,4452
2020-05-01,Sri Lanka,4767,141,1655
2020-04-30,India,2741,57,1425
2020-04-07,Nepal,7170,83,1755
2020-04-29,Sri Lanka,1833,164,710
2020-04-15,Nepal,4973,214,3229
2020-04-12,Pakistan,4696,208,2556
2020-04-13,Nepal,9329,828,2141
2020-04-19,India,7564,637,900
2020-04-17,India,9452,728,4184
2020-05-01,Nepal,2302,48,1873
2020-04-22,Sri Lanka,6935,504,5069
2020-04-06,India,4518,259,2893
2020-04-07,India,4309,96,2294
2020-04-08,India,2773,90,2646
2020-04-18,Nepal,7337,700,1857
2020-04-18,Pakistan,3776,286,1072
2020-04-15,Pakistan,8010,787,6778
2020-04-06,India,5696,285,3216
2020-04-28,Pakistan,6639,218,3855
2020-04-07,Nepal,2976,159,354
2020-04-13,India,5163,492,2969
2020-04-07,Nepal,1345,93,1175
2020-04-21,India,5791,56,4179
2020-04-20,Bangladesh,3353,226,1438
2020-04-10,Pakistan,7824,259,7046
2020-04-22,Nepal,2302,143,1987
2020-04-03,India,7331,620,5535
2020-04-12,Sri Lanka,7305,353,5966
2020-04-27,Sri Lanka,7815,711,236
2020-04-19,Nepal,3193,99,2825
2020-04-03,India,5798,450,4540
2020-04-16,Pakistan,7263,290,1131
2020-04-22,India,7059,267,3388
2020-04-02,Nepal,1974,23,884
2020-04-14,Nepal,5078,386,750
2020-04-28,Bangladesh,2547,131,2001
2020-04-19,India,9456,54,3572
2020-04-11,Sri Lanka,1018,88,207
2020-04-18,Pakistan,8583,484,5547
2020-05-01,Sri Lanka,9731,939,3736
2020-05-01,Pakistan,7857,351,7038
2020-04-06,Pakistan,9854,41,1662
2020-04-06,India,9472,294,5971
2020-04-19,Sri Lanka,5607,42,1285
2020-04-16,Nepal,1006,13,763
2020-04-26,Sri Lanka,5005,277,3232
2020-04-06,Bangladesh,9297,428,5046
2020-04-14,India,5825,107,2368
2020-04-14,Nepal,9042,878,3143
2020-04-14,Sri Lanka,6110,568,3427
2020-04-12,Pakistan,5892,372,4830
2020-04-01,Nepal,7014,491,1384
2020-04-17,Bangladesh,3716,312,1019
2020-04-04,Sri Lanka,3109,37,2650
2020-04-13,Nepal,3560,19,3110
2020-04-18,Sri Lanka,2064,166,425
2020-04-23,Bangladesh,8871,648,7444
2020-04-09,Pakistan,7175,655,4938
2020-04-04,Nepal,2702,208,1849
2020-04-28,Pakistan,6622,626,4961
2020-04-21,India,5245,339,3616
2020-04-04,Nepal,3014,173,557
2020-04-25,Nepal,1752,150,210
2020-04-24,Sri Lanka,4448,83,1016
2020-05-01,Pakistan,1071,12,674
2020-04-23,Bangladesh,1924,140,425
2020-04-04,Pakistan,5117,339,3693
2020-04-27,Bangladesh,8397,711,4356
2020-04-25,India,7419,50,6997
2020-04-19,India,6350,350,3441
2020-04-08,Pakistan,5964,471,2649
2020-04-22,Pakistan,5887,136,3547
2020-04-28,Pakistan,2496,227,2245
2020-04-20,Sri Lanka,4421,225,714
2020-04-28,Bangladesh,1843,118,823
2020-04-25,Sri Lanka,9361,542,7145
2020-04-27,Bangladesh,7943,501,5065
2020-04-05,Sri Lanka,3861,54,2591
2020-04-23,India,9705,555,6833
2020-04-03,Sri Lanka,8214,812,1442
2020-04-16,Pakistan,7315,289,5113
2020-04-10,Pakistan,2604,204,2267
2020-04-03,India,3318,327,1604
2020-04-25,India,4196,113,1986
2020-04-06,Bangladesh,2008,106,1185
2020-04-04,Bangladesh,4734,145,413
2020-04-23,Pakistan,5946,391,4843
2020-04-19,Sri Lanka,2238,16,1433
2020-04-12,Pakistan,5889,59,2186
2020-04-18,Pakistan,4116,197,1306
2020-04-25,Nepal,6815,646,4459
2020-04-15,India,8949,633,3835
2020-04-15,Bangladesh,8991,689,5210
2020-04-19,Nepal,7345,616,2043
2020-04-09,India,2845,40,537
2020-04-19,Pakistan,2341,13,1604
2020-04-09,Nepal,6011,162,3979
2020-04-04,Bangladesh,1590,56,815
2020-04-12,Nepal,9012,359,5880
2020-04-15,Nepal,4131,366,1895
2020-04-12,Pakistan,8862,199,6743
2020-04-20,Sri Lanka,9655,654,1975
2020-04-08,Bangladesh,1097,81,490
2020-04-03,Bangladesh,6926,56,4989
2020-04-23,Bangladesh,4681,379,2538
2020-04-19,Nepal,1630,163,998
2020-04-11,Sri Lanka,5809,468,4270
2020-04-10,Pakistan,6087,310,4055
2020-04-07,Sri Lanka,2510,189,1070
2020-04-29,Nepal,4844,128,1268
2020-04-16,Bangladesh,7366,14,6752
2020-04-13,Pakistan,2892,94,2346
2020-04-12,Pakistan,6449,199,971
2020-04-20,Sri Lanka,8006,757,3277
2020-04-26,Nepal,3802,10,3138
2020-04-22,Nepal,5070,284,3460
2020-04-21,Sri Lanka,4075,360,218
2020-04-14,Nepal,5209,156,1927
2020-04-09,India,2070,199,1272
2020-04-11,Pakistan,2350,40,193
2020-04-15,Bangladesh,8655,618,2309
2020-04-22,India,4758,117,4187
2020-04-14,Sri Lanka,9273,696,4362
2020-04-26,Nepal,7776,373,3460
2020-04-05,Nepal,9886,168,5196
2020-04-26,Sri Lanka,3299,116,240
2020-04-12,Nepal,4728,444,418
2020-04-09,Bangladesh,1461,97,1185
2020-04-23,India,1608,151,1238
2020-04-20,Sri Lanka,9126,451,7010
2020-04-25,Nepal,6460,45,2062
2020-04-23,Sri Lanka,3652,37,1657
2020-04-24,Sri Lanka,7878,81,5591
2020-04-21,India,7308,12,5751
2020-04-22,India,8801,161,3661
2020-04-17,Sri Lanka,1868,141,525
2020-05-01,Sri Lanka,7528,632,4430
2020-04-22,Nepal,2357,149,465
2020-04-11,Nepal,3106,26,2469
2020-04-23,Nepal,4612,368,926
2020-04-05,India,1369,68,1091
2020-04-30,Bangladesh,5513,542,1358
2020-04-10,Nepal,5385,481,4042
2020-04-04,Bangladesh,1737,137,771
2020-04-15,India,3000,294,618
2020-04-24,Pakistan,8107,107,3310
2020-04-03,Pakistan,9781,242,7631
2020-04-18,Nepal,4906,345,2450
2020-04-10,Bangladesh,4055,241,2120
2020-04-10,Pakistan,6095,493,1472
2020-04-05,Pakistan,9464,83,6419
2020-04-14,Sri Lanka,9649,947,6590
2020-04-25,Bangladesh,1885,102,743
2020-04-10,India,9522,759,7592
2020-04-16,Bangladesh,5329,344,180
2020-04-24,Sri Lanka,7584,322,2146
2020-04-05,Pakistan,1352,29,578
2020-04-19,India,4348,23,1142
2020-04-21,Pakistan,3335,207,1943
2020-04-18,Sri Lanka,6844,297,2601
2020-04-26,Nepal,9088,544,4585
2020-04-10,Bangladesh,3174,57,422
2020-04-19,Nepal,6060,333,2832
2020-04-16,Sri Lanka,7329,38,3619
2020-04-01,Pakistan,5482,265,3529
2020-04-01,Sri Lanka,1732,162,1274
2020-04-29,Nepal,2727,259,2388
2020-04-04,Bangladesh,5602,85,3387
2020-04-22,Nepal,6926,608,331
2020-04-30,Bangladesh,5437,316,3297
2020-04-11,Sri Lanka,2880,243,556
2020-04-18,Sri Lanka,4645,52,4066
2020-04-16,Nepal,6287,116,4328
2020-04-21,Sri Lanka,2951,185,1032
2020-04-12,Bangladesh,2802,13,1655
2020-04-10,India,3216,258,2535
2020-04-01,Sri Lanka,4057,136,299
2020-04-18,India,8477,690,388
2020-04-02,Nepal,6819,633,2854
2020-04-18,Pakistan,1392,10,1012
2020-04-21,India,9169,754,2208
2020-04-30,India,9687,65,9525
2020-04-07,Nepal,2231,160,904
2020-04-03,India,6232,284,3962
2020-04-14,Pakistan,3220,245,2808
2020-04-11,Bangladesh,5193,429,279
2020-04-16,Nepal,7653,153,377
2020-04-23,Sri Lanka,2203,69,685
2020-04-18,India,2233,80,666
2020-04-06,Bangladesh,7679,356,6530
2020-04-11,Sri Lanka,9547,418,2618
2020-04-23,Sri Lanka,8393,320,2671
2020-04-03,Sri Lanka,9448,277,8493
2020-04-12,India,1858,170,1400
2020-04-01,Nepal,4608,286,3265
2020-04-22,Sri Lanka,2797,240,1118
2020-04-02,Sri Lanka,9686,874,736
2020-04-09,Bangladesh,7089,677,1436
2020-04-18,Bangladesh,2730,226,1646
